hb=20150412101921;pr=62.5;temp=36.8;at=81;me=60;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101922;pr=62.3;temp=37.0;at=67;me=53;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101923;pr=62.2;temp=37.0;at=61;me=70;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101924;pr=63.9;temp=36.7;at=66;me=84;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101925;pr=61.6;temp=36.5;at=77;me=94;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101926;pr=61.9;temp=36.6;at=74;me=90;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101927;pr=60.1;temp=36.5;at=100;me=60;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101928;pr=61.3;temp=36.6;at=100;me=48;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101929;pr=61.9;temp=36.6;at=100;me=50;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101930;pr=63.1;temp=36.5;at=100;me=40;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101932;pr=60.2;temp=36.7;at=94;me=63;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101933;pr=60.6;temp=36.6;at=83;me=66;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101934;pr=63.8;temp=36.8;at=74;me=66;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101935;pr=65.9;temp=36.9;at=75;me=38;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101936;pr=60.2;temp=37.0;at=81;me=47;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101937;pr=66.2;temp=36.9;at=91;me=41;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101938;pr=63.1;temp=36.7;at=100;me=43;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101939;pr=61.6;temp=36.7;at=94;me=57;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101940;pr=60.1;temp=36.6;at=74;me=43;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101941;pr=64.0;temp=36.8;at=61;me=56;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101944;pr=61.6;temp=37.0;at=44;me=64;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101945;pr=62.5;temp=36.7;at=67;me=83;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101946;pr=60.6;temp=36.9;at=63;me=67;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101947;pr=60.9;temp=36.9;at=74;me=53;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101948;pr=62.9;temp=37.0;at=88;me=61;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101949;pr=60.3;temp=36.5;at=100;me=48;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101950;pr=61.8;temp=36.9;at=100;me=47;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101951;pr=63.7;temp=36.7;at=100;me=47;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101952;pr=65.2;temp=36.5;at=84;me=44;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101953;pr=64.8;temp=36.6;at=54;me=24;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101954;pr=64.3;temp=37.0;at=54;me=24;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
hb=20150412101955;pr=63.1;temp=37.0;at=10;me=16;conc=50;med=50;resp=12;z1=0;z2=0;z3=0;z4=0;z5=0;z6=0;z7=0;z8=0;z9=0
